2 2.000000 5.000000
2 2.000000 5.000000
2 2.000000 5.000000
2 4.000000 5.000000
2 4.000000 5.000000
2 4.000000 5.000000
2 6.000000 5.000000
2 6.000000 5.000000
2 6.000000 5.000000
2 8.000000 5.000000
2 8.000000 5.000000
2 10.000000 5.000000
2 10.000000 5.000000
2 10.000000 5.000000
2 12.000000 5.000000
2 12.000000 5.000000
2 12.000000 5.000000
2 14.000000 5.000000
2 14.000000 5.000000
2 14.000000 5.000000
2 16.000000 5.000000
2 16.000000 5.000000
2 18.000000 5.000000
2 18.000000 5.000000
2 18.000000 5.000000
2 20.000000 5.000000
2 20.000000 5.000000
2 20.000000 5.000000
2 22.000000 5.000000
2 22.000000 5.000000
2 22.000000 5.000000
2 24.000000 5.000000
2 24.000000 5.000000
2 26.000000 5.000000
2 26.000000 5.000000
2 26.000000 0.000000
2 28.000000 0.000000
2 28.000000 0.000000
2 28.000000 0.000000
2 30.000000 0.000000
2 30.000000 0.000000
2 30.000000 0.000000
2 32.000000 0.000000
2 32.000000 0.000000
2 34.000000 0.000000
2 34.000000 0.000000
2 34.000000 0.000000
2 36.000000 0.000000
2 36.000000 0.000000
2 36.000000 0.000000
2 38.000000 0.000000
2 38.000000 0.000000
2 38.000000 0.000000
2 40.000000 0.000000
2 40.000000 0.000000
2 42.000000 0.000000
2 42.000000 0.000000
2 42.000000 0.000000
2 44.000000 0.000000
2 44.000000 0.000000
2 44.000000 0.000000
2 46.000000 0.000000
2 46.000000 0.000000
2 46.000000 0.000000
2 48.000000 0.000000
2 48.000000 0.000000
2 50.000000 0.000000
2 50.000000 0.000000
2 50.000000 0.000000
2 52.000000 0.000000
2 52.000000 0.000000
2 52.000000 0.000000
2 54.000000 0.000000
2 54.000000 0.000000
2 54.000000 0.000000
2 56.000000 0.000000
2 56.000000 0.000000
2 58.000000 0.000000
1 58.000000 0.000000
1 58.000000 0.000000
1 59.000000 0.000000
0 59.000000 0.000000
0 59.000000 0.000000
0 59.000000 0.000000
2 62.000000 1.000000
2 62.000000 5.000000
2 64.000000 5.000000
2 64.000000 5.000000
2 66.000000 5.000000
2 66.000000 5.000000
2 66.000000 5.000000
2 68.000000 5.000000
2 68.000000 5.000000
2 68.000000 5.000000
2 70.000000 5.000000
2 70.000000 5.000000
2 70.000000 5.000000
2 72.000000 5.000000
2 72.000000 5.000000
2 74.000000 5.000000
2 74.000000 5.000000
2 74.000000 5.000000
2 76.000000 5.000000
2 76.000000 5.000000
2 76.000000 5.000000
2 78.000000 5.000000
2 78.000000 5.000000
2 78.000000 5.000000
2 80.000000 5.000000
2 80.000000 5.000000
2 82.000000 5.000000
2 82.000000 5.000000
2 82.000000 5.000000
2 84.000000 5.000000
2 84.000000 5.000000
2 84.000000 5.000000
2 86.000000 5.000000
2 86.000000 5.000000
2 86.000000 5.000000
2 88.000000 5.000000
2 88.000000 5.000000
